batch_index,metric,tau,area,comp,suff
1,mse,11,0.15,18.892006,18.890331
1,mae,12,0.05,13.853678,19.922512
1,mae,12,0.075,15.851025,18.981361
1,mae,12,0.1,16.242466,18.108217
1,mae,12,0.15,17.247631,16.380655
1,mse,12,0.05,13.799639,25.369467
1,mse,12,0.075,17.799604,22.639242
1,mse,12,0.1,17.778637,20.858429
1,mse,12,0.15,20.670355,17.92382
1,mae,13,0.05,13.615226,20.680622
1,mae,13,0.075,15.855166,20.072321
1,mae,13,0.1,16.137184,19.16626
1,mae,13,0.15,16.175816,17.613682
1,mse,13,0.05,13.271023,26.960476
1,mse,13,0.075,18.269608,25.410336
1,mse,13,0.1,18.800465,23.51515
1,mse,13,0.15,17.980339,20.406101
1,mae,14,0.05,13.78229,20.404074
1,mae,14,0.075,15.158827,19.543877
1,mae,14,0.1,15.280583,18.904924
1,mae,14,0.15,16.113644,17.234745
1,mse,14,0.05,13.792618,25.915113
1,mse,14,0.075,16.095203,24.218832
1,mse,14,0.1,16.217251,22.844273
1,mse,14,0.15,17.936094,20.036087
1,mae,15,0.05,13.487938,19.979351
1,mae,15,0.075,15.362959,19.215719
1,mae,15,0.1,15.267949,18.398033
1,mae,15,0.15,17.076162,16.735046
1,mse,15,0.05,13.593618,23.961132
1,mse,15,0.075,16.844566,23.42532
1,mse,15,0.1,16.011217,21.883648
1,mse,15,0.15,19.918478,18.612688
1,mae,16,0.05,13.198923,19.820042
1,mae,16,0.075,15.205381,17.899725
1,mae,16,0.1,16.202505,17.52203
1,mae,16,0.15,17.398312,17.151611
1,mse,16,0.05,12.623272,24.385834
1,mse,16,0.075,16.859264,20.554794
1,mse,16,0.1,18.0201,20.155422
1,mse,16,0.15,21.260113,19.652964
1,mae,17,0.05,14.018318,19.288263
1,mae,17,0.075,15.53075,18.132114
1,mae,17,0.1,16.434319,18.095783
1,mae,17,0.15,18.805267,16.635986
1,mse,17,0.05,13.649345,23.213135
1,mse,17,0.075,16.325687,20.786644
1,mse,17,0.1,18.511635,21.147257
1,mse,17,0.15,23.107834,18.50808
1,mae,18,0.05,14.41745,20.415077
1,mae,18,0.075,14.741794,18.481886
1,mae,18,0.1,15.835276,17.615978
1,mae,18,0.15,17.420324,15.773481
1,mse,18,0.05,13.763376,26.429008
1,mse,18,0.075,15.568583,21.928688
1,mse,18,0.1,16.590219,20.569784
1,mse,18,0.15,20.364323,16.81958
1,mae,19,0.05,14.266233,20.179316
1,mae,19,0.075,15.218834,18.562784
1,mae,19,0.1,16.213615,18.025902
1,mae,19,0.15,16.248751,16.675331
1,mse,19,0.05,13.925648,25.547005
1,mse,19,0.075,15.53537,22.714592
1,mse,19,0.1,17.313942,21.493801
1,mse,19,0.15,17.322899,18.858305
1,mae,20,0.05,15.71789,19.854649
1,mae,20,0.075,16.079222,18.707071
1,mae,20,0.1,16.695072,17.512501
1,mae,20,0.15,16.590931,16.355618
1,mse,20,0.05,15.905402,25.185923
1,mse,20,0.075,17.095932,23.526674
1,mse,20,0.1,18.047705,21.169632
1,mse,20,0.15,19.55875,17.954666
1,mae,21,0.05,14.030271,19.517691
1,mae,21,0.075,15.484005,18.995005
1,mae,21,0.1,16.311794,17.927906
1,mae,21,0.15,17.616772,15.975227
1,mse,21,0.05,13.381936,24.461418
1,mse,21,0.075,15.709255,23.410736
1,mse,21,0.1,17.746506,20.420902
1,mse,21,0.15,21.658604,17.192295
1,mae,22,0.05,13.882294,19.24542
1,mae,22,0.075,15.711224,18.4072
1,mae,22,0.1,16.00773,16.944563
1,mae,22,0.15,17.093266,15.783649
1,mse,22,0.05,13.903156,23.707092
1,mse,22,0.075,16.942339,22.53602
1,mse,22,0.1,17.714596,19.57262
1,mse,22,0.15,20.477974,16.623049
1,mae,23,0.05,15.348819,18.692101
1,mae,23,0.075,15.261823,17.673344
1,mae,23,0.1,16.089163,17.779205
1,mae,23,0.15,17.788403,15.61718
1,mse,23,0.05,15.636009,22.545151
1,mse,23,0.075,15.663586,20.959967
1,mse,23,0.1,17.384178,21.08926
1,mse,23,0.15,21.365726,16.515226
2,mae,0,0.05,8.482715,16.671768
2,mae,0,0.075,9.603159,16.201881
2,mae,0,0.1,10.346566,15.325035
2,mae,0,0.15,11.860619,13.225464
2,mse,0,0.05,5.833864,17.91996
2,mse,0,0.075,6.95042,16.346756
2,mse,0,0.1,8.250983,14.810104
2,mse,0,0.15,10.367617,11.148193
2,mae,1,0.05,8.397286,16.796734
2,mae,1,0.075,9.861221,15.269274
2,mae,1,0.1,10.579193,14.527512
2,mae,1,0.15,11.427008,12.390409
2,mse,1,0.05,5.948853,18.061565
2,mse,1,0.075,8.027825,14.773157
2,mse,1,0.1,9.137592,13.60541
2,mse,1,0.15,10.070802,10.383629
2,mae,2,0.05,8.351657,17.191076
2,mae,2,0.075,9.418526,15.900176
2,mae,2,0.1,10.018921,15.039272
2,mae,2,0.15,11.349899,13.501422
2,mse,2,0.05,5.698963,19.003691
2,mse,2,0.075,7.376042,16.338221
2,mse,2,0.1,8.010435,14.699013
2,mse,2,0.15,9.579679,12.155554
2,mae,3,0.05,8.384356,16.244217
2,mae,3,0.075,9.536823,15.472015
2,mae,3,0.1,9.956604,14.457228
